id,name,minutes,tags,n_steps,steps,ingredients,n_ingredients,user_id,rating,review,rating_category,calories,total fat (PDV),sugar (PDV),sodium (PDV),protein (PDV),saturated fat (PDV),carbohydrates (PDV),calorie_status,price
42367,chocolate surprise cupcakes,35,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'cupcakes', 'desserts', 'eggs-dairy', 'american', 'oven', 'easy', 'potluck', 'holiday-event', 'kid-friendly', 'picnic', 'cakes', 'easter', 'chocolate', 'cheese', 'dietary', 'gifts', 'christmas', 'comfort-food', 'valentines-day', 'taste-mood', 'to-go', 'equipment']",9,"['preheat oven to 350 degrees', 'mix flour , 2 c sugar , cocoa , teaspoon of salt and baking soda together', 'add oil , water , vinegar and vanilla', 'fill cupcake papers 2 / 3 full with mixture', 'mix together until fluffy the cream cheese , egg , 1 / 3 c sugar , 1 / 4 teaspoon of salt', 'add chocolate chips to cream cheese mixture', 'drop 1 heaping teaspoon on the top of each cupcake', 'bake for 25 minutes', 'frost when cool']","['flour', 'sugar', 'cocoa', 'salt', 'baking soda', 'oil', 'water', 'vinegar', 'vanilla extract', 'cream cheese', 'egg', 'chocolate chips']",12,28649,5,These were a hugh hit with my family.  I made them for my son's b-day and he loved them.  They were easy to make and will be made again. Thanks Mystergirl.,tasty,527.4,36,189,21,12,39,24,High Calory,22
42453,chocolate ripple cake,20,"['30-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'south-west-pacific', '5-ingredients-or-less', 'desserts', 'eggs-dairy', 'australian', 'easy', 'no-cook', 'refrigerator', 'beginner-cook', 'potluck', 'dinner-party', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'picnic', 'vegetarian', 'cakes', 'chocolate', 'dietary', 'seasonal', 'comfort-food', 'inexpensive', 'taste-mood', 'to-go', 'equipment', 'technique']",5,"['take a cookie and dunk it quickly in sweet sherry if you wish-this helps speed up the cookies softening', 'spread the smooth side of the cookie thickly with cream and repeat', 'sandwich the two you have done together and stand them on a plate', 'repeat this until all the cookies are used and you have formed a""log"" of cookies and cream', 'cover the entire log thickly with more cream and cover loosely with cling wrap before refrigerating for about 8 hours-as i said , the sherry or jelly speeds this up decorate with grated chocolate , or pipe extra cream around the log before serving']","['chocolate cookies', 'cream', 'sweet sherry']",3,47510,5,"One word describes this dessert...DELICIOUS!  This was a really fun recipe that I let my little girl help me with.  We used raspberry jelly and decorated with grated chocolate as suggested.  Even more fun than making this, was eating it.  Raspberry, cream, chocolate...what's not to love???",tasty,428.6,49,49,13,9,90,10,Low Calory,14
42506,cinnamon chip applesauce coffee cake,55,"['60-minutes-or-less', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'north-american', 'breads', 'breakfast', 'american', 'oven', 'easy', 'potluck', 'kid-friendly', 'coffee-cakes', 'dietary', 'comfort-food', 'taste-mood', 'to-go', 'equipment']",11,"['heat oven to 350', 'lightly grease a 13x9x2-inch baking pan', 'beat butter and sugar in a large bowl on medium speed until well blended', 'beat in eggs and vanilla', 'mix in applesauce', 'combine flour , baking soda and salt-gradually add to butter mixture , beating until well blended', 'stir in cinnamon chips and pecans', 'spread into prepared pan', 'bake for 30 to 35 minutes or until wooden pick inserted in center comes out clean', 'cool completely in pan on wire rack', 'drizzle with glaze or sprinkle with powdered sugar']","['butter', 'sugar', 'eggs', 'vanilla', 'applesauce', 'all-purpose flour', 'baking soda', 'salt', 'cinnamon baking chips', 'pecans', 'powdered sugar', 'water']",12,57828,5,"This recipe was good when I first tried it, but it was even better once I put the glaze on it. It tasted like a cinnamon roll. I used less butter and more applesauce (about 1/4 of a cup)",tasty,411.5,35,97,14,9,52,16,Low Calory,15
42861,pineapple upside down cake in iron skillet,55,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'low-protein', 'desserts', 'fruit', 'oven', 'cakes', 'dietary', 'low-in-something', 'tropical-fruit', 'pineapple', 'equipment']",8,"['preheat oven to 350f', 'melt butter in iron skillet', 'sprinkle brown sugar over butter', 'arrange pineapple slices on top brown sugar / butter', 'place cherries in center of slices', 'beat remaining ingredients till well blended', 'pour over pineapple in skillet and bake for 35 to 45 minutes or until tooth pick inserted comes out clean', 'remove from oven and turn onto heat-proof plate']","['butter', 'brown sugar', 'pineapple', 'flour', 'sugar', 'shortening', 'milk', 'baking powder', 'salt', 'egg', 'maraschino cherry']",11,2000136370,0,I cooked my pineapple on my George Foreman  just long enoughto get grill marks. I liked the flavor..,bad,570.7,32,265,16,11,43,30,High Calory,41
42901,white chocolate raspberry swirl cheesecake,55,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'desserts', 'fruit', 'cheesecake', 'berries', 'raspberries']",10,"['crust in a medium bowl , using a fork , combine the cookies and butter', 'pat the mixture evenly into a pie pan and bake for 10 minutes at 400f', 'filling cream the cream cheese with sugar', 'add the eggs one a time beating well after each', 'beat in vanilla and white chocolate', 'pour into crust', 'drop preserves on top and swirl through with a knife', 'bake at 350 for 40 minutes', 'cool', 'refrigerate a minimum of 3 hours']","['oreo cookie crumbs', 'butter', 'cream cheese', 'sugar', 'eggs', 'vanilla', 'white chocolate', 'raspberry preserves']",8,68333,5,"This is an awesome easy recipe. It tastes a lot like the olive garden and cheesecake factory cheesecakes.  I didn't make the crust, since I was lazy, and I regret that mistake.  I'm making the crust this time around.  The hardest part for me was to get the seeds out of the preserves since I wanted a smooth cheescake.  This time around I'm using a raspberry sauce that's a lot smoother.",tasty,415.3,50,96,12,11,94,8,Low Calory,49
42976,brown sugar bundt cake,90,"['weeknight', 'time-to-make', 'course', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'american', 'southern-united-states', 'easy', 'potluck', 'cakes', 'gifts', 'to-go', '4-hours-or-less']",9,"['grease a 10-inch bundt pan well and sprinkle pan with granulated sugar', 'preheat oven to 350 degrees f', 'combine cake mix , pudding mix , eggs , oil and water in large bowl and beat on medium speed until well mixed , about 4 minutes', 'add brown sugar and pecans and mix to combine well', 'pour batter evenly into prepared bundt pan and bake for 1 hour or until cake tester comes out clean', 'place bundt pan on wire rack and cool 15 minutes', 'invert cake onto rack and slip pan off cake', 'let cool on rack', 'can be stored covered at room temperature']","['yellow cake mix', 'instant vanilla flavor pudding and pie filling', 'eggs', 'vegetable oil', 'water', 'brown sugar', 'pecans']",7,109616,5,This cake was excellent.  I replaced the pecans with walnuts.  It also stores very well.,tasty,637.4,57,211,21,11,25,24,High Calory,49
43072,oatmeal cottage cheese pancakes,15,"['15-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'for-1-or-2', 'healthy', '5-ingredients-or-less', 'pancakes-and-waffles', 'breakfast', 'lunch', 'main-dish', 'eggs-dairy', 'easy', 'low-fat', 'vegetarian', 'grains', 'stove-top', 'dietary', 'one-dish-meal', 'low-cholesterol', 'low-saturated-fat', 'low-calorie', 'healthy-2', 'low-in-something', 'pasta-rice-and-grains', 'equipment', 'number-of-servings', '3-steps-or-less']",3,"['blend all ingredients in blender', 'spray skillet with cooking spray and cook just like""silver dollar"" pancakes , a few small ones at a time', 'top with your favorite pancake topping !']","['oatmeal', 'cottage cheese', 'vanilla', 'egg whites']",4,137428,4,Great way to use up that 50 lb. bag of oatmeal we bought. : ),tasty,337.1,11,18,25,62,11,10,Low Calory,45
43203,rhubarb custard cake,70,"['weeknight', 'time-to-make', 'course', 'preparation', 'low-protein', 'desserts', 'easy', 'cakes', 'dietary', 'low-in-something', '4-hours-or-less']",8,"['combine chopped rhubarb and sugar , (if using cinnamon mix it with sugar , then mix with rhubarb', 'set aside', 'prepare yellow cake mix according to package directions', 'pour batter in 9 x 13-inch pan', 'sprinkle rhubarb mixture on top', 'pour 1 pint of whipping cream over all and sprinkle with cinnamon , if desired', 'bake at 350 about 1 hour', 'cake will rise to top and sauce will form on the bottom']","['rhubarb', 'sugar', 'yellow cake mix', 'eggs', 'oil', 'water', 'whipping cream', 'cinnamon']",8,60260,5,We made this cake this week and loved it!  I shared 1/2 the pan with our friends and they gave it an A+ too.  I'm looking forward to making it again soon.,tasty,516.2,41,193,13,9,55,21,High Calory,13
43236,emeril lagasse s pumpkin cheesecake,560,"['celebrity', 'weeknight', 'time-to-make', 'course', 'main-ingredient', 'cuisine', 'preparation', 'occasion', 'north-american', 'desserts', 'eggs-dairy', 'vegetables', 'american', 'oven', 'refrigerator', 'fall', 'heirloom-historical', 'holiday-event', 'kid-friendly', 'winter', 'cheesecake', 'dietary', 'christmas', 'thanksgiving', 'seasonal', 'comfort-food', 'novelty', 'taste-mood', 'equipment']",14,"['preheat the oven to 350 degrees f', 'combine the graham cracker crumbs , pecans , brown sugar , and 1 / 2 teaspoon of the cinnamon in a bowl', 'pour in the melted butter and stir well to blend', 'press the mixture evenly into the bottom and 1 inch up the sides of a 9-inch springform pan', 'combine the cream cheese , sugar , cornstarch , vanilla , the remaining 1 / 2 teaspoon of cinnamon , and the nutmeg in the bowl of an electric mixer', 'beat until fluffy', 'add the eggs and yolks , beating on low speed until just blended', 'fold in the cream and pumpkin pure', 'pour the batter into the crust-lined pan , and place on a baking sheet', 'bake until the center is nearly set , about 1 hour to 1 hour and 10 minutes', 'remove from the oven and cool for 15 minutes', 'carefully run a small , sharp knife between the cake and the sides of the pan', 'release the sides of the pan and cool at room temperature for 30 minutes', 'cover the cheesecake tightly with aluminum foil or plastic wrap , and chill in the refrigerator at least 4 hours , or up to 8 hours , before serving']","['graham cracker crumbs', 'pecans', 'light brown sugar', 'ground cinnamon', 'butter', 'cream cheese', 'sugar', 'cornstarch', 'pure vanilla extract', 'nutmeg', 'eggs', 'egg yolks', 'heavy cream', 'pumpkin puree']",14,57695,5,"Sorry took so long to review! Made this for Thanksgiving. Even the people that wanted regular old pumpkin pie liked this way better. Very rich and creamy, but still had a pumpkin pie taste. I did make a gingersnap crust instead of the one listed, that's the only difference i made. Thanks!",tasty,581.9,61,155,16,15,107,16,High Calory,37
43340,cranberry coffee cake,75,"['weeknight', 'time-to-make', 'course', 'preparation', 'occasion', 'breads', 'breakfast', 'oven', 'easy', 'holiday-event', 'coffee-cakes', 'christmas', 'thanksgiving', 'valentines-day', 'equipment', '4-hours-or-less']",12,"['cream butter and sugar', 'add eggs', 'add dry ingredients alternately with sour cream to creamed mixture', 'stir in almond extract', 'pour 1 / 2 batter into greased and floured bundt pan', 'add 1 / 2 cranberry sauce , spread evenly over batter', 'pour remaining batter over cranberry sauce', 'top with remaining cranberry sauce', 'sprinkle with pecans', 'bake at 350f in a preheated oven for 55 mins', 'glaze: stir ingredients together well', 'spread or drizzle glaze on cake while cake is still warm']","['butter', 'sugar', 'eggs', 'baking powder', 'baking soda', 'cinnamon', 'flour', 'salt', 'sour cream', 'almond extract', 'whole berry cranberry sauce', 'pecans', 'powdered sugar', 'water']",14,40728,0,"I have made this cake b/4 which is very delicious, but I think the flour should be 2 cups, which is what I used when I made this week for work meeting.",bad,420,29,168,14,9,39,19,Low Calory,16
43516,cake mix apple crisp,35,"['60-minutes-or-less', 'time-to-make', 'course', 'main-ingredient', 'preparation', 'occasion', 'low-protein', 'desserts', 'lunch', 'fruit', 'oven', 'easy', 'holiday-event', 'kid-friendly', 'picnic', 'dietary', 'seasonal', 'comfort-food', 'inexpensive', 'low-in-something', 'apples', 'taste-mood', 'to-go', 'equipment']",9,"['preheat oven to 350f', 'cut apple slices crosswise in half', 'place in 9-inch square pan', 'sprinkle with dry cake mix', 'in small bowl , combine sugar & cinnamon', 'sprinkle over cake mix', 'drizzle with butter', 'bake 30 minutes or until topping is golden brown', 'serve warm with ice cream , if desired !']","['granny smith apples', 'yellow cake mix', 'sugar', 'ground cinnamon', 'butter']",5,15572,5,"Great stuff!  Instead of sugar, I used Equal and used three tbs.  Also doubled the cinnamon.  Used Black Twig apples from Julian, a mountain apple growing community above San Diego.  Wow, is that good!",tasty,233.4,13,102,9,3,18,13,Low Calory,34
43559,chocolate angel food cupcakes,60,"['60-minutes-or-less', 'time-to-make', 'course', 'preparation', 'cupcakes', 'desserts', 'easy', 'kid-friendly', 'cakes', 'dietary', 'number-of-servings']",16,"['heat oven to 350 degrees', 'in small saucepan , stir cocoa and 1 / 3 cup water over low heat about 1 minute until mixture thickens and just begins to boil', 'remove from heat and stir in vanilla', 'in large bowl , with electric mixer at high speed , beat egg whites and salt until soft peaks from when beaters are lifted', 'add sugar , 1 tbsp at a time , beating well after each addition until stiff peaks form when beaters are lifted', 'quickly add cocoa mixture and beat 20 seconds until just blended', 'in a small bowl , combine flour and baking powder', 'fold into egg white mixture , one fourth at a time', 'spray 12 regular muffin cups with vegetable cooking spray', 'divide batter evenly between muffin cups', 'bake 10-15 minutes until cupcakes begin to pull away from sides of pan', 'remove from oven and cool on wire rack for 10 minutes', 'run a knife around edge of cupcakes to loosen', 'remove cupcakes and cool on wire rack', 'invert onto serving plate', 'garnish each with a little whipped cream and a strawberry , if desired']","['sweetened cocoa powder', 'vanilla extract', 'egg whites', 'salt', 'granulated sugar', 'flour', 'baking powder', 'vegetable oil cooking spray', 'whipped cream', 'strawberries']",10,48136,5,"Thanks so much for posting this recipe! These wonderful chocolate treats fit perfectly into my low fat lifestyle. The cupcakes fell after I took them out of the oven and they were a bit funny-looking, but they tasted very good. They really are just like chocolate angel food cake - wow! I will definitely be making these again. UPDATE: I did not know what was meant by ""sweetened cocoa powder"" so I just used regular unsweetened cocoa. As I said, they turned out great. I have since found out that it was supposed to be Quik or something similar. I thought they were sweet enough for my taste, so I will continue to use unsweetened cocoa in the future.",tasty,37.6,0,22,3,2,0,2,Low Calory,18
